EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status,OT_risk,Satisfaction_risk,Promotion_risk,Pay_risk,WLB_risk,Tenure_risk,RiskScore,RiskBand
EMP00642,HR,HR Generalist,46,2.0,657000.0,Yes,14,3.0,2.9,3.6,Active,1.0,0.5,0.23333333333333334,0.5038167938931297,0.525,0.75,61.6,Medium
EMP00762,Sales,Sales Manager,33,4.7,764000.0,No,45,1.9,2.8,2.4,Resigned,0.0,0.775,0.75,0.5404411764705883,0.55,0.4125,47.2,Medium
EMP00928,Customer Support,Support Associate,34,6.7,635000.0,No,25,3.8,1.7,4.0,Active,0.0,0.30000000000000004,0.4166666666666667,0.2628865979381443,0.825,0.16249999999999998,28.4,Low
EMP00455,Sales,Sales Manager,25,2.5,791000.0,No,5,3.4,3.1,5.0,Active,0.0,0.4,0.08333333333333333,0.4595588235294118,0.475,0.6875,27.2,Low
EMP00356,Operations,Process Lead,28,3.3,683000.0,No,11,3.6,3.4,5.0,Active,0.0,0.35,0.18333333333333332,0.6280193236714976,0.4,0.5875,28.5,Low
EMP01073,Operations,Process Lead,46,0.8,676000.0,No,8,3.6,3.4,4.1,Active,0.0,0.35,0.13333333333333333,0.6473429951690821,0.4,0.9,29.8,Low
EMP00446,Finance,Accountant,30,0.8,819000.0,No,49,5.0,4.0,2.8,Active,0.0,0.0,0.8166666666666667,0.684375,0.25,0.9,31.0,Low
EMP00351,Finance,Financial Analyst,36,0.3,787000.0,Yes,33,2.0,3.1,3.7,Active,1.0,0.75,0.55,0.796875,0.475,0.9625,77.4,High
EMP00173,Engineering,Engineering Manager,23,4.0,1063000.0,No,21,3.4,4.5,2.4,Active,0.0,0.4,0.35,0.699134199134199,0.125,0.5,29.5,Low
EMP00514,Engineering,Software Engineer,33,1.7,1166000.0,Yes,42,4.1,2.5,3.0,Active,1.0,0.2250000000000001,0.7,0.4155844155844156,0.625,0.7875,62.6,Medium
EMP00628,Sales,Sales Manager,30,3.7,721000.0,No,56,4.9,1.6,3.0,Active,0.0,0.02499999999999991,0.9333333333333333,0.6930147058823529,0.85,0.5375,38.7,Low
EMP00952,Engineering,Engineering Manager,35,3.2,1214000.0,No,24,1.9,4.2,3.3,Active,0.0,0.775,0.4,0.3528138528138528,0.19999999999999996,0.6,35.9,Low
EMP00791,Sales,Sales Executive,22,0.1,596000.0,No,50,4.4,2.3,3.1,Active,0.0,0.1499999999999999,0.8333333333333334,0.9963235294117647,0.675,0.9875,44.9,Low
EMP00373,Engineering,Software Engineer,38,4.5,1310000.0,No,27,3.6,4.7,4.0,Resigned,0.0,0.35,0.45,0.19480519480519476,0.07499999999999996,0.4375,21.9,Low
EMP00254,Engineering,Senior Engineer,50,1.9,1195000.0,No,26,4.3,4.2,1.4,Active,0.0,0.17500000000000004,0.43333333333333335,0.3701298701298701,0.19999999999999996,0.7625,23.3,Low
EMP01038,Engineering,Senior Engineer,41,0.8,1013000.0,No,58,3.0,3.1,1.9,Active,0.0,0.5,0.9666666666666667,0.8506493506493507,0.475,0.9,50.5,Medium
EMP00632,HR,HR Generalist,34,2.8,576000.0,Yes,9,4.6,2.8,3.1,Resigned,1.0,0.10000000000000009,0.15,0.8473282442748091,0.55,0.65,55.2,Medium
EMP00453,Finance,Financial Analyst,26,4.3,943000.0,No,19,2.8,1.7,3.9,Active,0.0,0.55,0.31666666666666665,0.29374999999999996,0.825,0.4625,35.1,Low
EMP00545,Sales,Sales Manager,44,4.7,715000.0,No,54,3.8,3.1,4.0,Active,0.0,0.30000000000000004,0.9,0.7077205882352942,0.475,0.4125,39.7,Low
EMP00526,Engineering,Software Engineer,37,1.2,1133000.0,No,36,2.4,3.8,1.6,Active,0.0,0.65,0.6,0.49783549783549785,0.30000000000000004,0.85,40.9,Low
EMP00190,Engineering,Senior Engineer,22,1.6,902000.0,No,47,4.3,2.9,2.8,Active,0.0,0.17500000000000004,0.7833333333333333,0.9653679653679653,0.525,0.8,41.3,Low
EMP00102,Finance,Financial Analyst,41,2.8,931000.0,Yes,9,4.3,4.1,2.7,Resigned,1.0,0.17500000000000004,0.15,0.359375,0.2250000000000001,0.65,46.2,Medium
EMP00735,Sales,Sales Manager,35,1.4,634000.0,Yes,52,4.5,2.5,1.6,Active,1.0,0.125,0.8666666666666667,0.9448529411764706,0.625,0.825,70.5,High
EMP00335,Sales,Account Manager,43,5.3,847000.0,No,49,5.0,3.1,3.4,Active,0.0,0.0,0.8166666666666667,0.2941176470588235,0.475,0.3375,24.9,Low
EMP00997,Finance,Accountant,47,5.7,1140000.0,Yes,52,3.3,2.4,3.7,Active,1.0,0.42500000000000004,0.8666666666666667,0.05625000000000002,0.65,0.2875,62.4,Medium
EMP00447,Customer Support,Support Manager,41,3.3,583000.0,No,12,2.8,4.2,3.5,Active,0.0,0.55,0.2,0.4639175257731959,0.19999999999999996,0.5875,28.8,Low
EMP00171,Engineering,Engineering Manager,27,7.6,1536000.0,Yes,8,5.0,3.4,4.3,Active,1.0,0.0,0.13333333333333333,0.04329004329004327,0.4,0.050000000000000044,35.8,Low
EMP00633,Sales,Account Manager,34,2.8,667000.0,No,49,2.3,3.5,3.4,Active,0.0,0.675,0.8166666666666667,0.8474264705882353,0.375,0.65,49.5,Medium
EMP00370,Customer Support,Support Manager,43,3.5,543000.0,No,3,1.0,2.4,4.9,Active,0.0,1.0,0.05,0.6391752577319587,0.65,0.5625,44.9,Low
EMP00286,Engineering,Senior Engineer,36,5.3,1299000.0,No,55,3.5,1.7,2.1,Active,0.0,0.375,0.9166666666666666,0.20779220779220775,0.825,0.3375,38.5,Low
EMP01061,Customer Support,Support Lead,29,2.5,585000.0,Yes,43,4.6,4.3,3.6,Active,1.0,0.10000000000000009,0.7166666666666667,0.45360824742268047,0.17500000000000004,0.6875,54.4,Medium
EMP00573,Operations,Ops Manager,26,9.6,966000.0,Yes,44,2.7,2.8,4.1,Active,1.0,0.575,0.7333333333333333,0.024154589371980673,0.55,0.0,60.5,Medium
EMP00028,Sales,Account Manager,44,3.0,792000.0,No,35,4.5,3.1,4.5,Active,0.0,0.125,0.5833333333333334,0.4540441176470589,0.475,0.625,28.1,Low
EMP00427,Engineering,Senior Engineer,45,2.7,1018000.0,Yes,54,3.3,3.1,2.3,Active,1.0,0.42500000000000004,0.9,0.8354978354978355,0.475,0.6625,74.0,High
EMP01136,Engineering,Software Engineer,41,4.0,1037000.0,Yes,27,2.4,1.9,2.6,Resigned,1.0,0.65,0.45,0.7597402597402597,0.775,0.5,73.7,High
EMP00279,Customer Support,Support Lead,36,1.4,569000.0,Yes,30,4.5,2.8,4.5,Resigned,1.0,0.125,0.5,0.5154639175257731,0.55,0.825,57.8,Medium
EMP01110,Sales,Account Manager,39,3.6,735000.0,No,40,3.2,2.2,2.5,Active,0.0,0.44999999999999996,0.6666666666666666,0.6452205882352942,0.7,0.55,42.2,Low
EMP00666,Finance,Accountant,42,3.1,1020000.0,Yes,60,3.3,2.3,2.3,Resigned,1.0,0.42500000000000004,1.0,0.17500000000000004,0.675,0.6125,68.4,High
EMP00962,Operations,Process Lead,30,1.0,656000.0,Yes,41,2.4,2.6,4.0,Active,1.0,0.65,0.6833333333333333,0.7222222222222222,0.6,0.875,77.1,High
EMP00651,Engineering,Engineering Manager,21,1.4,1088000.0,No,1,4.3,3.6,2.8,Active,0.0,0.17500000000000004,0.016666666666666666,0.6147186147186148,0.35,0.825,22.2,Low
EMP00681,Sales,Account Manager,39,1.1,764000.0,Yes,32,1.4,1.6,2.6,Active,1.0,0.9,0.5333333333333333,0.5404411764705883,0.85,0.8625,81.1,High
EMP00499,Engineering,Engineering Manager,27,5.2,1352000.0,Yes,16,4.9,2.8,3.4,Active,1.0,0.02499999999999991,0.26666666666666666,0.1298701298701299,0.55,0.35,43.4,Low
EMP00114,Operations,Process Lead,36,4.5,788000.0,Yes,31,3.7,2.2,3.4,Active,1.0,0.32499999999999996,0.5166666666666667,0.21980676328502413,0.7,0.4375,58.2,Medium
EMP00129,Sales,Sales Executive,21,1.5,612000.0,No,15,4.2,3.3,3.0,Resigned,0.0,0.19999999999999996,0.25,0.9797794117647058,0.42500000000000004,0.8125,32.5,Low
EMP00653,Finance,Finance Manager,29,6.2,980000.0,No,60,3.3,4.1,1.8,Active,0.0,0.42500000000000004,1.0,0.21562499999999996,0.2250000000000001,0.22499999999999998,33.3,Low
EMP00674,Finance,Finance Manager,33,3.5,951000.0,Yes,10,3.8,2.3,2.6,Active,1.0,0.30000000000000004,0.16666666666666666,0.275,0.675,0.5625,53.2,Medium
EMP00047,Engineering,Engineering Manager,51,4.8,1151000.0,No,48,2.3,2.9,2.3,Active,0.0,0.675,0.8,0.4545454545454546,0.525,0.4,44.1,Low
EMP01149,Operations,Ops Analyst,39,2.2,738000.0,No,23,4.0,4.6,3.2,Active,0.0,0.25,0.38333333333333336,0.35507246376811596,0.10000000000000009,0.725,22.7,Low
EMP01188,Customer Support,Support Manager,34,1.9,474000.0,Yes,36,1.9,2.7,2.6,Resigned,1.0,0.775,0.6,0.9561855670103093,0.575,0.7625,81.1,High
EMP00397,HR,HR Manager,21,1.3,617000.0,No,12,4.5,3.6,3.2,Active,0.0,0.125,0.2,0.6984732824427481,0.35,0.8375,25.2,Low
EMP00510,Sales,Account Manager,43,2.8,861000.0,Yes,23,3.3,2.9,4.4,Active,1.0,0.42500000000000004,0.38333333333333336,0.23897058823529416,0.525,0.65,57.9,Medium
EMP00798,Sales,Sales Manager,44,3.8,882000.0,No,23,2.7,3.0,3.5,Active,0.0,0.575,0.38333333333333336,0.19117647058823528,0.5,0.525,31.8,Low
EMP00456,Sales,Sales Executive,21,1.7,661000.0,No,3,4.4,3.9,2.6,Active,0.0,0.1499999999999999,0.05,0.8694852941176471,0.275,0.7875,24.6,Low
EMP00987,Engineering,Engineering Manager,28,7.1,1331000.0,Yes,32,3.4,2.5,4.5,Active,1.0,0.4,0.5333333333333333,0.1601731601731602,0.625,0.11250000000000004,56.6,Medium
EMP00644,Engineering,Senior Engineer,41,3.5,1075000.0,Yes,13,4.6,2.7,3.0,Active,1.0,0.10000000000000009,0.21666666666666667,0.6385281385281385,0.575,0.5625,53.1,Medium
EMP00661,Engineering,Software Engineer,26,1.1,1159000.0,Yes,54,3.1,2.5,3.1,Active,1.0,0.475,0.9,0.4415584415584416,0.625,0.8625,72.7,High
EMP00725,Sales,Account Manager,44,0.4,636000.0,Yes,20,5.0,2.8,3.4,Active,1.0,0.0,0.3333333333333333,0.9411764705882353,0.55,0.95,58.8,Medium
EMP00925,Sales,Account Manager,31,10.6,1071000.0,Yes,17,3.5,2.7,3.0,Active,1.0,0.375,0.2833333333333333,0.014705882352941124,0.575,0.0,48.6,Medium
EMP00621,HR,Recruiter,39,3.3,617000.0,Yes,57,3.0,3.3,2.8,Active,1.0,0.5,0.95,0.6984732824427481,0.42500000000000004,0.5875,73.6,High
EMP00221,Engineering,Engineering Manager,32,5.2,1162000.0,Yes,40,5.0,3.8,2.9,Resigned,1.0,0.0,0.6666666666666666,0.43073593073593075,0.30000000000000004,0.35,50.4,Medium
EMP00409,Sales,Sales Manager,32,4.7,925000.0,Yes,56,4.5,1.8,3.4,Active,1.0,0.125,0.9333333333333333,0.12132352941176472,0.8,0.4125,59.7,Medium
EMP00922,Customer Support,Support Associate,43,2.4,540000.0,No,26,2.4,3.9,2.4,Active,0.0,0.65,0.43333333333333335,0.6520618556701031,0.275,0.7,39.2,Low
EMP00285,Operations,Ops Manager,38,0.3,661000.0,No,58,2.7,4.0,4.4,Active,0.0,0.575,0.9666666666666667,0.7053140096618358,0.25,0.9625,47.9,Medium
EMP00879,Finance,Finance Manager,37,7.2,1227000.0,No,1,2.6,2.7,3.6,Active,0.0,0.6,0.016666666666666666,0.025000000000000022,0.575,0.09999999999999998,22.5,Low
EMP00368,Finance,Finance Manager,37,5.6,905000.0,No,60,3.3,4.0,3.4,Active,0.0,0.42500000000000004,1.0,0.390625,0.25,0.30000000000000004,36.5,Low
EMP01174,HR,HR Generalist,34,2.5,694000.0,No,10,3.2,3.0,3.1,Active,0.0,0.44999999999999996,0.16666666666666666,0.3587786259541985,0.5,0.6875,28.6,Low
EMP00431,Customer Support,Support Manager,51,3.0,599000.0,No,3,4.7,4.0,3.0,Active,0.0,0.07499999999999996,0.05,0.39432989690721654,0.25,0.625,14.9,Low
EMP00759,Sales,Sales Manager,26,1.2,600000.0,No,45,4.2,3.1,2.4,Active,0.0,0.19999999999999996,0.75,0.9926470588235294,0.475,0.85,41.5,Low
EMP00061,Finance,Accountant,30,7.7,981000.0,No,59,2.9,2.2,3.8,Active,0.0,0.525,0.9833333333333333,0.20625000000000004,0.7,0.03749999999999998,39.8,Low
EMP00229,Finance,Accountant,21,3.4,1015000.0,Yes,27,2.9,1.4,2.0,Resigned,1.0,0.525,0.45,0.18125000000000002,0.9,0.575,64.6,Medium
EMP00826,Sales,Sales Manager,23,6.2,859000.0,No,4,3.0,3.1,4.1,Active,0.0,0.5,0.06666666666666667,0.24448529411764708,0.475,0.22499999999999998,23.5,Low
EMP00362,Sales,Account Manager,21,2.7,708000.0,Yes,21,3.0,3.1,4.7,Active,1.0,0.5,0.35,0.7334558823529411,0.475,0.6625,65.5,High
EMP00650,Sales,Sales Manager,25,5.2,963000.0,No,54,1.5,4.4,3.7,Active,0.0,0.875,0.9,0.06617647058823528,0.1499999999999999,0.35,40.2,Low
EMP00542,Operations,Process Lead,36,8.4,915000.0,No,16,3.8,2.6,3.2,Active,0.0,0.30000000000000004,0.26666666666666666,0.0628019323671497,0.6,0.0,19.5,Low
EMP01178,Engineering,Engineering Manager,33,7.5,1537000.0,Yes,34,3.0,2.2,4.1,Active,1.0,0.5,0.5666666666666667,0.038961038961038974,0.7,0.0625,58.4,Medium
EMP01105,Sales,Sales Executive,38,3.7,910000.0,No,34,3.8,1.7,2.9,Active,0.0,0.30000000000000004,0.5666666666666667,0.1470588235294118,0.825,0.5375,31.5,Low
EMP00111,Operations,Ops Analyst,22,2.4,675000.0,No,9,3.2,3.5,2.5,Active,0.0,0.44999999999999996,0.15,0.6570048309178744,0.375,0.7,31.1,Low
EMP00529,HR,HR Generalist,43,13.3,806000.0,No,12,1.9,1.8,3.0,Active,0.0,0.775,0.2,0.07633587786259544,0.8,0.0,32.5,Low
EMP00627,HR,HR Generalist,29,0.8,655000.0,No,7,3.1,2.3,3.2,Active,0.0,0.475,0.11666666666666667,0.5190839694656488,0.675,0.9,34.0,Low
EMP00464,Engineering,Senior Engineer,34,1.4,1183000.0,No,16,3.0,4.4,4.0,Active,0.0,0.5,0.26666666666666666,0.4025974025974026,0.1499999999999999,0.825,28.7,Low
EMP01169,HR,HR Manager,34,1.6,519000.0,No,54,3.2,1.5,4.3,Active,0.0,0.44999999999999996,0.9,0.9389312977099237,0.875,0.8,53.6,Medium
EMP00290,Sales,Sales Manager,37,2.9,739000.0,No,57,3.4,3.8,4.3,Active,0.0,0.4,0.95,0.6323529411764706,0.30000000000000004,0.6375,41.1,Low
EMP00010,Operations,Ops Analyst,45,9.0,943000.0,No,55,3.8,3.9,3.6,Active,0.0,0.30000000000000004,0.9166666666666666,0.03864734299516903,0.275,0.0,25.7,Low
EMP00817,Customer Support,Support Associate,41,2.2,600000.0,No,45,3.8,4.3,2.6,Resigned,0.0,0.30000000000000004,0.75,0.384020618556701,0.17500000000000004,0.725,31.0,Low
EMP00054,Finance,Accountant,45,4.9,876000.0,No,13,2.7,3.4,3.6,Active,0.0,0.575,0.21666666666666667,0.534375,0.4,0.38749999999999996,31.9,Low
EMP01015,Engineering,Senior Engineer,42,3.4,1090000.0,No,56,1.7,4.5,2.9,Active,0.0,0.825,0.9333333333333333,0.6017316017316017,0.125,0.575,48.1,Medium
EMP00768,Sales,Sales Executive,34,2.1,766000.0,Yes,1,2.9,2.4,3.6,Active,1.0,0.525,0.016666666666666666,0.53125,0.65,0.7375,60.5,Medium
EMP00398,Engineering,Senior Engineer,31,4.1,1228000.0,No,37,2.9,3.2,3.6,Active,0.0,0.525,0.6166666666666667,0.32900432900432897,0.44999999999999996,0.48750000000000004,35.4,Low
EMP01125,Operations,Ops Analyst,48,1.0,692000.0,No,49,2.5,2.0,1.7,Resigned,0.0,0.625,0.8166666666666667,0.572463768115942,0.75,0.875,50.3,Medium
EMP00263,Engineering,Software Engineer,31,13.8,1403000.0,Yes,2,2.8,1.0,4.6,Active,1.0,0.55,0.03333333333333333,0.09956709956709953,1.0,0.0,55.1,Medium
EMP00041,Operations,Ops Manager,39,3.0,663000.0,Yes,48,3.7,1.2,2.3,Active,1.0,0.32499999999999996,0.8,0.6956521739130435,0.95,0.625,73.5,High
EMP00110,Customer Support,Support Associate,31,2.5,481000.0,No,10,4.2,3.9,2.6,Active,0.0,0.19999999999999996,0.16666666666666666,0.9329896907216495,0.275,0.6875,28.0,Low
EMP00610,Operations,Process Lead,23,8.6,773000.0,No,15,3.9,4.0,1.4,Active,0.0,0.275,0.25,0.2536231884057971,0.25,0.0,17.2,Low
EMP00846,Customer Support,Support Manager,35,7.4,693000.0,No,5,2.4,1.8,3.0,Active,0.0,0.65,0.08333333333333333,0.10824742268041232,0.8,0.07499999999999996,28.5,Low
EMP01065,Engineering,Senior Engineer,40,12.9,1490000.0,No,1,3.2,2.7,3.9,Active,0.0,0.44999999999999996,0.016666666666666666,0.06060606060606055,0.575,0.0,18.8,Low
EMP01083,Customer Support,Support Manager,41,7.2,674000.0,Yes,36,3.3,2.8,2.6,Active,1.0,0.42500000000000004,0.6,0.15721649484536082,0.55,0.09999999999999998,57.2,Medium
EMP00084,Sales,Sales Executive,29,2.2,628000.0,No,37,3.1,2.7,3.7,Active,0.0,0.475,0.6166666666666667,0.96875,0.575,0.725,46.1,Medium
EMP00565,Finance,Finance Manager,36,0.8,859000.0,No,3,4.7,3.4,3.8,Active,0.0,0.07499999999999996,0.05,0.575,0.4,0.9,20.8,Low
EMP00867,Customer Support,Support Manager,27,4.5,572000.0,No,56,2.9,2.8,5.0,Active,0.0,0.525,0.9333333333333333,0.5025773195876289,0.55,0.4375,43.8,Low
EMP00408,HR,HR Generalist,23,7.6,867000.0,No,44,2.7,3.7,2.7,Resigned,0.0,0.575,0.7333333333333333,0.022900763358778664,0.32499999999999996,0.050000000000000044,30.1,Low
EMP00099,Sales,Sales Executive,27,1.7,701000.0,No,20,4.1,4.0,2.3,Active,0.0,0.2250000000000001,0.3333333333333333,0.7573529411764706,0.25,0.7875,29.1,Low
EMP00634,Engineering,Software Engineer,36,2.7,1150000.0,Yes,42,1.1,3.5,2.6,Resigned,1.0,0.975,0.7,0.4588744588744589,0.375,0.6625,77.5,High
EMP01190,Finance,Finance Manager,41,4.2,955000.0,Yes,41,3.2,3.2,2.8,Active,1.0,0.44999999999999996,0.6833333333333333,0.26875000000000004,0.44999999999999996,0.475,61.7,Medium
EMP00375,Sales,Account Manager,47,2.5,746000.0,No,51,4.0,3.5,3.7,Active,0.0,0.25,0.85,0.6121323529411764,0.375,0.6875,36.8,Low
EMP00271,Sales,Sales Manager,33,4.3,939000.0,No,47,3.4,3.9,3.2,Active,0.0,0.4,0.7833333333333333,0.09926470588235292,0.275,0.4625,29.6,Low
EMP00337,Sales,Account Manager,34,5.2,966000.0,No,32,1.7,3.8,3.4,Active,0.0,0.825,0.5333333333333333,0.05882352941176472,0.30000000000000004,0.35,34.9,Low
EMP00998,Sales,Sales Manager,21,2.1,632000.0,No,53,2.8,3.9,3.6,Active,0.0,0.55,0.8833333333333333,0.9540441176470589,0.275,0.7375,48.4,Medium
EMP00152,Customer Support,Support Associate,48,5.8,553000.0,No,13,2.4,3.0,2.4,Active,0.0,0.65,0.21666666666666667,0.5747422680412371,0.5,0.275,34.8,Low
EMP00512,Customer Support,Support Associate,38,4.9,694000.0,Yes,41,3.2,1.7,2.6,Active,1.0,0.44999999999999996,0.6833333333333333,0.1030927835051546,0.825,0.38749999999999996,63.4,Medium
EMP00929,Operations,Ops Manager,39,2.7,771000.0,No,16,3.4,2.7,3.8,Active,0.0,0.4,0.26666666666666666,0.2657004830917874,0.575,0.6625,28.5,Low
EMP00620,Sales,Sales Manager,35,2.3,655000.0,No,49,3.4,2.8,3.0,Active,0.0,0.4,0.8166666666666667,0.8952205882352942,0.55,0.7125,46.1,Medium
EMP00339,Sales,Account Manager,21,4.4,723000.0,No,39,3.1,4.0,3.1,Active,0.0,0.475,0.65,0.6819852941176471,0.25,0.44999999999999996,37.0,Low
EMP00319,Engineering,Senior Engineer,30,1.4,1038000.0,No,16,4.1,5.0,2.9,Active,0.0,0.2250000000000001,0.26666666666666666,0.751082251082251,0.0,0.825,25.1,Low
EMP00232,Engineering,Engineering Manager,40,0.9,1043000.0,No,30,4.5,2.9,3.5,Active,0.0,0.125,0.5,0.7380952380952381,0.525,0.8875,33.0,Low
EMP00253,Operations,Process Lead,37,0.9,679000.0,No,47,3.0,3.8,3.2,Active,0.0,0.5,0.7833333333333333,0.6352657004830917,0.30000000000000004,0.8875,42.4,Low
EMP00858,Customer Support,Support Associate,21,1.0,464000.0,No,25,4.9,2.2,3.0,Active,0.0,0.02499999999999991,0.4166666666666667,0.9690721649484536,0.7,0.875,34.5,Low
EMP01121,Finance,Finance Manager,27,0.8,828000.0,No,19,3.4,3.2,2.8,Resigned,0.0,0.4,0.31666666666666665,0.66875,0.44999999999999996,0.9,34.8,Low
EMP00055,Finance,Finance Manager,40,3.6,1030000.0,Yes,47,3.1,2.5,3.3,Active,1.0,0.475,0.7833333333333333,0.15625,0.625,0.55,64.9,Medium
EMP00380,Finance,Financial Analyst,40,3.6,798000.0,No,56,2.2,2.8,2.7,Active,0.0,0.7,0.9333333333333333,0.76875,0.55,0.55,52.4,Medium
EMP00432,HR,HR Manager,33,6.8,796000.0,No,22,2.9,3.1,4.7,Active,0.0,0.525,0.36666666666666664,0.09160305343511455,0.475,0.15000000000000002,26.3,Low
EMP00142,Operations,Process Lead,23,4.3,742000.0,No,24,2.2,2.1,3.3,Active,0.0,0.7,0.4,0.3405797101449275,0.725,0.4625,39.4,Low
EMP00811,Sales,Sales Manager,35,4.6,762000.0,Yes,31,1.0,2.8,3.6,Resigned,1.0,1.0,0.5166666666666667,0.5533088235294117,0.55,0.42500000000000004,77.2,High
EMP00098,Sales,Sales Manager,31,1.8,741000.0,No,7,3.6,4.2,2.9,Active,0.0,0.35,0.11666666666666667,0.625,0.19999999999999996,0.775,26.1,Low
EMP00757,Engineering,Engineering Manager,23,6.0,1127000.0,Yes,5,4.3,1.4,2.1,Active,1.0,0.17500000000000004,0.08333333333333333,0.5108225108225108,0.9,0.25,53.0,Medium
EMP00984,Operations,Process Lead,28,4.7,691000.0,Yes,11,2.8,3.1,4.2,Active,1.0,0.55,0.18333333333333332,0.5797101449275363,0.475,0.4125,60.4,Medium
EMP00572,Customer Support,Support Associate,42,10.2,660000.0,Yes,32,3.0,3.1,3.4,Active,1.0,0.5,0.5333333333333333,0.20618556701030932,0.475,0.0,57.1,Medium
EMP00433,Finance,Financial Analyst,29,2.5,771000.0,No,25,3.9,2.0,3.5,Active,0.0,0.275,0.4166666666666667,0.84375,0.75,0.6875,38.2,Low
EMP00524,Finance,Accountant,41,5.4,850000.0,Yes,42,1.9,3.6,2.6,Resigned,1.0,0.775,0.7,0.6125,0.35,0.32499999999999996,72.5,High
EMP00013,Finance,Finance Manager,29,7.8,1078000.0,No,44,3.9,2.9,3.5,Active,0.0,0.275,0.7333333333333333,0.09999999999999998,0.525,0.025000000000000022,26.2,Low
EMP00686,Engineering,Senior Engineer,28,4.0,1148000.0,No,44,3.0,2.9,2.8,Active,0.0,0.5,0.7333333333333333,0.4632034632034632,0.525,0.5,39.5,Low
EMP00818,Operations,Ops Manager,36,4.3,773000.0,No,19,2.5,4.3,4.0,Resigned,0.0,0.625,0.31666666666666665,0.2536231884057971,0.17500000000000004,0.4625,28.5,Low
EMP00147,Engineering,Engineering Manager,38,2.0,1195000.0,Yes,24,3.9,3.3,3.0,Active,1.0,0.275,0.4,0.3701298701298701,0.42500000000000004,0.75,55.8,Medium
EMP00680,Engineering,Senior Engineer,21,1.8,1088000.0,Yes,4,2.8,3.5,4.0,Active,1.0,0.55,0.06666666666666667,0.6147186147186148,0.375,0.775,60.0,Medium
EMP01135,Customer Support,Support Associate,44,5.6,666000.0,Yes,28,2.1,3.8,4.0,Resigned,1.0,0.725,0.4666666666666667,0.1778350515463918,0.30000000000000004,0.30000000000000004,60.8,Medium
EMP00014,HR,Recruiter,45,3.2,690000.0,Yes,54,4.0,2.2,3.8,Active,1.0,0.25,0.9,0.36641221374045807,0.7,0.6,65.5,High
EMP00618,Engineering,Software Engineer,32,6.2,1110000.0,No,25,3.4,1.8,3.3,Active,0.0,0.4,0.4166666666666667,0.5541125541125541,0.8,0.22499999999999998,35.0,Low
EMP00552,Sales,Account Manager,52,0.2,639000.0,No,56,3.0,2.6,3.0,Active,0.0,0.5,0.9333333333333333,0.9319852941176471,0.6,0.975,53.0,Medium
