EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status,OT_risk,Satisfaction_risk,Promotion_risk,Pay_risk,WLB_risk,Tenure_risk,RiskScore,RiskBand
EMP00165,Operations,Ops Manager,38,3.3,722000.0,Yes,17,2.9,1.2,2.3,Active,1.0,0.525,0.2833333333333333,0.4347826086956522,0.95,0.5875,66.1,High
EMP00532,Finance,Finance Manager,43,2.8,746000.0,Yes,54,2.0,1.8,1.9,Active,1.0,0.75,0.9,0.896875,0.8,0.65,86.5,High
EMP01042,Finance,Financial Analyst,45,1.0,733000.0,Yes,1,3.1,1.8,3.3,Active,1.0,0.475,0.016666666666666666,0.93125,0.8,0.875,67.6,High
EMP00509,Operations,Ops Analyst,30,2.1,725000.0,Yes,56,3.0,2.1,2.1,Active,1.0,0.5,0.9333333333333333,0.4130434782608695,0.725,0.7375,73.8,High
EMP00340,Customer Support,Support Lead,26,2.1,587000.0,Yes,60,3.3,3.9,3.2,Active,1.0,0.42500000000000004,1.0,0.4458762886597938,0.275,0.7375,68.2,High
EMP00309,Engineering,Engineering Manager,31,0.4,929000.0,Yes,27,3.1,3.1,3.1,Active,1.0,0.475,0.45,0.9393939393939394,0.475,0.95,71.2,High
EMP01024,Operations,Ops Manager,21,2.3,591000.0,Yes,51,2.9,3.7,2.8,Active,1.0,0.525,0.85,0.9130434782608696,0.32499999999999996,0.7125,75.2,High
EMP00106,Finance,Financial Analyst,30,5.2,903000.0,Yes,42,2.7,3.4,3.1,Active,1.0,0.575,0.7,0.40312499999999996,0.4,0.35,65.5,High
EMP00027,Operations,Ops Analyst,41,0.4,577000.0,Yes,57,4.9,1.0,4.8,Active,1.0,0.02499999999999991,0.95,0.961352657004831,1.0,0.95,75.0,High
EMP00574,HR,HR Manager,50,5.7,646000.0,Yes,38,3.0,1.3,3.0,Active,1.0,0.5,0.6333333333333333,0.5763358778625954,0.925,0.2875,71.0,High
EMP00479,Finance,Finance Manager,26,0.9,897000.0,Yes,54,3.8,3.5,3.1,Active,1.0,0.30000000000000004,0.9,0.42500000000000004,0.375,0.8875,65.4,High
EMP00713,HR,HR Generalist,28,2.1,631000.0,Yes,37,2.9,2.8,4.3,Active,1.0,0.525,0.6166666666666667,0.633587786259542,0.55,0.7375,70.4,High
EMP00869,Sales,Sales Executive,42,1.8,675000.0,Yes,34,3.6,3.3,3.3,Active,1.0,0.35,0.5666666666666667,0.8308823529411764,0.42500000000000004,0.775,66.8,High
EMP00675,Operations,Ops Manager,45,4.5,693000.0,Yes,48,3.6,2.6,3.6,Active,1.0,0.35,0.8,0.5652173913043479,0.6,0.4375,66.9,High
EMP01147,HR,Recruiter,27,1.0,600000.0,Yes,48,4.5,2.5,3.4,Active,1.0,0.125,0.8,0.7557251908396947,0.625,0.875,67.1,High
EMP00318,Finance,Finance Manager,36,0.2,702000.0,Yes,8,2.4,2.6,3.8,Active,1.0,0.65,0.13333333333333333,0.9875,0.6,0.975,72.6,High
EMP00838,Customer Support,Support Manager,24,0.6,531000.0,Yes,49,4.4,2.5,3.6,Active,1.0,0.1499999999999999,0.8166666666666667,0.6881443298969072,0.625,0.925,67.4,High
EMP00149,Operations,Ops Manager,21,0.7,556000.0,Yes,37,3.7,1.0,3.7,Active,1.0,0.32499999999999996,0.6166666666666667,0.9903381642512077,1.0,0.9125,77.0,High
EMP00821,Sales,Sales Manager,32,3.3,764000.0,Yes,59,3.4,2.4,3.5,Active,1.0,0.4,0.9833333333333333,0.5404411764705883,0.65,0.5875,72.2,High
EMP00348,Engineering,Engineering Manager,29,2.1,1074000.0,Yes,35,2.3,3.1,4.1,Active,1.0,0.675,0.5833333333333334,0.6471861471861472,0.475,0.7375,72.7,High
EMP00299,HR,HR Generalist,37,1.1,509000.0,Yes,35,3.4,1.4,2.6,Active,1.0,0.4,0.5833333333333334,0.9541984732824428,0.9,0.8625,76.3,High
EMP00844,Engineering,Senior Engineer,30,0.9,981000.0,Yes,39,3.5,2.0,4.2,Active,1.0,0.375,0.65,0.8874458874458875,0.75,0.8875,74.1,High
EMP00790,Finance,Finance Manager,33,1.5,932000.0,Yes,46,3.2,2.4,3.2,Active,1.0,0.44999999999999996,0.7666666666666667,0.35,0.65,0.8125,68.6,High
EMP00423,Sales,Sales Executive,40,5.7,822000.0,Yes,57,2.3,2.8,2.7,Active,1.0,0.675,0.95,0.34375,0.55,0.2875,72.5,High
EMP01080,Engineering,Engineering Manager,39,2.3,1086000.0,Yes,48,3.6,1.9,2.0,Active,1.0,0.35,0.8,0.6277056277056277,0.775,0.7125,71.6,High
EMP00753,Engineering,Software Engineer,38,0.3,838000.0,Yes,9,3.4,2.0,2.6,Active,1.0,0.4,0.15,0.9956709956709957,0.75,0.9625,68.7,High
EMP00363,Sales,Account Manager,27,1.9,641000.0,Yes,45,3.4,1.6,3.9,Active,1.0,0.4,0.75,0.9264705882352942,0.85,0.7625,77.3,High
EMP00467,Finance,Financial Analyst,28,2.6,934000.0,Yes,41,2.1,1.0,3.8,Active,1.0,0.725,0.6833333333333333,0.34375,1.0,0.675,77.2,High
EMP00322,Operations,Process Lead,24,1.6,618000.0,Yes,26,3.2,1.4,4.2,Active,1.0,0.44999999999999996,0.43333333333333335,0.857487922705314,0.9,0.8,73.3,High
EMP01161,Sales,Sales Executive,36,1.5,680000.0,Yes,21,2.1,2.3,3.0,Active,1.0,0.725,0.35,0.8125,0.675,0.8125,75.4,High
EMP00836,Operations,Ops Manager,27,2.1,704000.0,Yes,35,1.8,4.1,4.1,Active,1.0,0.8,0.5833333333333334,0.5169082125603865,0.2250000000000001,0.7375,70.9,High
EMP00449,Sales,Sales Executive,26,1.7,752000.0,Yes,49,3.4,4.3,3.3,Active,1.0,0.4,0.8166666666666667,0.5900735294117647,0.17500000000000004,0.7875,65.8,High
EMP00412,Finance,Financial Analyst,36,1.5,697000.0,Yes,57,4.7,2.2,2.8,Active,1.0,0.07499999999999996,0.95,0.99375,0.7,0.8125,72.2,High
EMP00986,Customer Support,Support Associate,21,5.6,547000.0,Yes,36,1.9,2.3,4.0,Active,1.0,0.775,0.6,0.6211340206185567,0.675,0.30000000000000004,74.8,High
EMP00219,Customer Support,Support Lead,24,2.1,606000.0,Yes,35,3.1,1.1,3.6,Active,1.0,0.475,0.5833333333333334,0.35567010309278346,0.975,0.7375,69.8,High
EMP01091,Engineering,Software Engineer,44,4.4,1027000.0,Yes,31,2.5,2.6,3.2,Active,1.0,0.625,0.5166666666666667,0.8051948051948052,0.6,0.44999999999999996,72.4,High
EMP00324,Operations,Ops Manager,28,0.4,643000.0,Yes,33,3.6,2.4,2.6,Active,1.0,0.35,0.55,0.7632850241545894,0.65,0.95,69.4,High
EMP00688,Customer Support,Support Associate,52,3.6,522000.0,Yes,51,3.4,2.0,3.4,Active,1.0,0.4,0.85,0.75,0.75,0.55,74.0,High
EMP00354,Operations,Ops Manager,35,3.5,777000.0,Yes,57,3.1,2.8,2.4,Active,1.0,0.475,0.95,0.24154589371980673,0.55,0.5625,68.0,High
EMP00303,Operations,Ops Analyst,37,3.1,750000.0,Yes,10,2.5,1.2,3.4,Active,1.0,0.625,0.16666666666666666,0.3115942028985508,0.95,0.6125,65.1,High
EMP00194,HR,HR Generalist,41,1.4,642000.0,Yes,33,3.4,2.2,3.1,Active,1.0,0.4,0.55,0.5954198473282443,0.7,0.825,68.1,High
EMP00814,Operations,Process Lead,38,1.6,581000.0,Yes,56,3.8,2.7,3.2,Active,1.0,0.30000000000000004,0.9333333333333333,0.9541062801932367,0.575,0.8,75.2,High
EMP00063,Operations,Ops Manager,29,3.7,733000.0,Yes,44,2.5,3.1,3.4,Active,1.0,0.625,0.7333333333333333,0.3719806763285024,0.475,0.5375,68.9,High
EMP00516,Sales,Account Manager,40,1.2,774000.0,Yes,59,3.2,2.7,2.3,Active,1.0,0.44999999999999996,0.9833333333333333,0.5,0.575,0.85,73.5,High
EMP01163,HR,Recruiter,21,0.2,558000.0,Yes,33,1.9,3.7,3.0,Active,1.0,0.775,0.55,0.9083969465648855,0.32499999999999996,0.975,77.9,High
EMP00793,Engineering,Engineering Manager,21,1.2,1025000.0,Yes,28,3.4,2.5,3.2,Active,1.0,0.4,0.4666666666666667,0.8138528138528138,0.625,0.85,69.1,High
EMP00090,Operations,Ops Manager,23,0.3,606000.0,Yes,51,2.8,4.1,2.9,Active,1.0,0.55,0.85,0.8888888888888888,0.2250000000000001,0.9625,75.7,High
EMP00829,Customer Support,Support Manager,37,2.3,489000.0,Yes,30,3.2,2.2,4.5,Active,1.0,0.44999999999999996,0.5,0.8943298969072165,0.7,0.7125,72.0,High
EMP00602,HR,HR Manager,27,1.5,578000.0,Yes,26,3.0,2.4,2.4,Active,1.0,0.5,0.43333333333333335,0.8396946564885497,0.65,0.8125,71.4,High
EMP00333,Finance,Finance Manager,29,3.2,833000.0,Yes,46,2.7,3.2,3.2,Active,1.0,0.575,0.7666666666666667,0.65625,0.44999999999999996,0.6,72.3,High
EMP00584,Engineering,Engineering Manager,46,7.0,1392000.0,Yes,59,3.2,1.6,4.5,Active,1.0,0.44999999999999996,0.9833333333333333,0.10822510822510822,0.85,0.125,67.0,High
EMP00151,HR,Recruiter,25,2.3,611000.0,Yes,46,2.9,3.5,3.7,Active,1.0,0.525,0.7666666666666667,0.7251908396946565,0.375,0.7125,71.8,High
EMP00235,Customer Support,Support Associate,27,1.4,548000.0,Yes,54,2.6,4.3,4.8,Active,1.0,0.6,0.9,0.6082474226804124,0.17500000000000004,0.825,72.4,High
EMP00517,Engineering,Senior Engineer,34,3.3,1019000.0,Yes,54,3.3,2.2,1.8,Active,1.0,0.42500000000000004,0.9,0.8268398268398268,0.7,0.5875,76.1,High
EMP00729,Operations,Ops Manager,33,0.7,689000.0,Yes,54,5.0,2.0,4.1,Active,1.0,0.0,0.9,0.5966183574879227,0.75,0.9125,65.2,High
EMP00898,Sales,Sales Manager,42,5.0,771000.0,Yes,54,3.0,2.3,2.8,Active,1.0,0.5,0.9,0.5110294117647058,0.675,0.375,71.9,High
EMP00710,Operations,Ops Analyst,38,1.0,624000.0,Yes,40,3.0,2.7,1.8,Active,1.0,0.5,0.6666666666666666,0.8309178743961353,0.575,0.875,74.4,High
EMP00425,Finance,Accountant,36,1.7,769000.0,Yes,56,3.4,3.3,2.1,Active,1.0,0.4,0.9333333333333333,0.85,0.42500000000000004,0.7875,74.3,High
EMP00949,Customer Support,Support Associate,34,0.4,493000.0,Yes,36,2.3,2.2,3.4,Active,1.0,0.675,0.6,0.884020618556701,0.7,0.95,80.3,High
EMP00712,Finance,Finance Manager,26,2.5,789000.0,Yes,58,2.8,3.1,3.3,Active,1.0,0.55,0.9666666666666667,0.7875,0.475,0.6875,77.5,High
EMP00815,Sales,Account Manager,42,0.7,697000.0,Yes,6,1.6,2.4,2.9,Active,1.0,0.85,0.1,0.7702205882352942,0.65,0.9125,74.1,High
EMP00550,Operations,Ops Manager,33,1.7,738000.0,Yes,24,2.4,2.0,2.0,Active,1.0,0.65,0.4,0.35507246376811596,0.75,0.7875,68.7,High
EMP00074,Engineering,Software Engineer,29,3.4,1218000.0,Yes,56,1.6,1.8,2.4,Active,1.0,0.85,0.9333333333333333,0.34199134199134196,0.8,0.575,81.2,High
EMP00606,HR,Recruiter,23,0.9,625000.0,Yes,41,2.2,2.6,2.8,Active,1.0,0.7,0.6833333333333333,0.6603053435114503,0.6,0.8875,77.5,High
EMP00987,Engineering,Engineering Manager,28,7.1,1331000.0,Yes,32,1.9,2.5,4.5,Active,1.0,0.775,0.5333333333333333,0.1601731601731602,0.625,0.11250000000000004,65.6,High
EMP00017,Operations,Ops Manager,21,0.6,585000.0,Yes,49,4.0,3.3,2.5,Active,1.0,0.25,0.8166666666666667,0.927536231884058,0.42500000000000004,0.925,70.7,High
EMP00158,Finance,Finance Manager,34,0.3,853000.0,Yes,40,4.0,2.2,4.6,Active,1.0,0.25,0.6666666666666666,0.60625,0.7,0.9625,67.3,High
EMP01098,HR,Recruiter,31,3.8,619000.0,Yes,40,3.4,3.2,3.4,Active,1.0,0.4,0.6666666666666666,0.6870229007633588,0.44999999999999996,0.525,66.4,High
EMP00693,Engineering,Engineering Manager,25,1.7,1065000.0,Yes,33,3.5,2.5,3.3,Active,1.0,0.375,0.55,0.6904761904761905,0.625,0.7875,67.7,High
EMP01104,HR,HR Generalist,39,6.7,681000.0,Yes,40,2.5,2.5,5.0,Active,1.0,0.625,0.6666666666666666,0.40458015267175573,0.625,0.16249999999999998,67.8,High
EMP00640,Customer Support,Support Associate,31,2.8,600000.0,Yes,40,1.4,2.5,2.6,Active,1.0,0.9,0.6666666666666666,0.384020618556701,0.625,0.65,77.0,High
EMP00522,Engineering,Engineering Manager,21,1.9,1044000.0,Yes,58,1.8,2.1,3.5,Active,1.0,0.8,0.9666666666666667,0.7316017316017316,0.725,0.7625,86.2,High
EMP00209,Sales,Account Manager,47,2.7,664000.0,Yes,14,1.7,3.5,2.4,Active,1.0,0.825,0.23333333333333334,0.8529411764705882,0.375,0.6625,71.9,High
EMP00865,Sales,Account Manager,46,3.4,732000.0,Yes,21,3.3,2.0,3.5,Active,1.0,0.42500000000000004,0.35,0.6580882352941176,0.75,0.575,65.5,High
EMP00648,Operations,Process Lead,44,1.4,561000.0,Yes,37,3.9,2.9,2.4,Active,1.0,0.275,0.6166666666666667,0.9806763285024155,0.525,0.825,69.4,High
EMP00742,Sales,Account Manager,37,3.9,731000.0,Yes,29,3.8,1.5,1.8,Active,1.0,0.30000000000000004,0.48333333333333334,0.6654411764705883,0.875,0.5125,65.8,High
EMP00482,Sales,Sales Executive,39,2.2,777000.0,Yes,31,2.2,3.4,2.7,Active,1.0,0.7,0.5166666666666667,0.4944852941176471,0.4,0.725,69.1,High
EMP00605,Customer Support,Support Manager,22,2.6,540000.0,Yes,46,2.0,1.7,3.6,Active,1.0,0.75,0.7666666666666667,0.6520618556701031,0.825,0.675,81.3,High
EMP00945,Operations,Ops Manager,46,0.6,653000.0,Yes,17,2.9,2.0,3.6,Active,1.0,0.525,0.2833333333333333,0.7342995169082125,0.75,0.925,70.0,High
EMP00184,Engineering,Senior Engineer,21,2.2,1190000.0,Yes,54,3.6,3.2,2.9,Active,1.0,0.35,0.9,0.38961038961038963,0.44999999999999996,0.725,66.0,High
EMP01069,Sales,Account Manager,28,4.0,919000.0,Yes,56,3.4,2.3,2.4,Active,1.0,0.4,0.9333333333333333,0.13051470588235292,0.675,0.5,65.5,High
EMP01100,Sales,Account Manager,23,3.8,681000.0,Yes,34,3.2,3.6,3.3,Active,1.0,0.44999999999999996,0.5666666666666667,0.8051470588235294,0.35,0.525,66.5,High
